0.000000 	 -nan 	 -nan
50000000000.000000 	 0.636855 	 15.294713
100000000000.000000 	 0.544014 	 26.130081
150000000000.000000 	 0.492046 	 35.450997
200000000000.000000 	 0.457042 	 43.905312
250000000000.000000 	 0.431195 	 51.777966
300000000000.000000 	 0.411010 	 59.224882
350000000000.000000 	 0.394632 	 66.342407
400000000000.000000 	 0.380970 	 73.194978
450000000000.000000 	 0.369328 	 79.828188
500000000000.000000 	 0.359242 	 86.275684
550000000000.000000 	 0.350384 	 92.563131
600000000000.000000 	 0.342517 	 98.710635
650000000000.000000 	 0.335463 	 104.734294
700000000000.000000 	 0.329088 	 110.647234
750000000000.000000 	 0.323285 	 116.460329
800000000000.000000 	 0.317972 	 122.182708
850000000000.000000 	 0.313081 	 127.822127
900000000000.000000 	 0.308556 	 133.385245
950000000000.000000 	 0.304353 	 138.877827
1000000000000.000000 	 0.300435 	 144.304913
1050000000000.000000 	 0.296768 	 149.670935
1100000000000.000000 	 0.293327 	 154.979820
1150000000000.000000 	 0.290087 	 160.235070
1200000000000.000000 	 0.287030 	 165.439821
1250000000000.000000 	 0.284138 	 170.596900
1300000000000.000000 	 0.281397 	 175.708865
1350000000000.000000 	 0.278792 	 180.778040
1400000000000.000000 	 0.276313 	 185.806549
1450000000000.000000 	 0.273950 	 190.796335
1500000000000.000000 	 0.271692 	 195.749184
1550000000000.000000 	 0.269533 	 200.666746
1600000000000.000000 	 0.267465 	 205.550545
1650000000000.000000 	 0.265482 	 210.401994
1700000000000.000000 	 0.263577 	 215.222409
1750000000000.000000 	 0.261746 	 220.013016
1800000000000.000000 	 0.259983 	 224.774962
1850000000000.000000 	 0.258284 	 229.509319
1900000000000.000000 	 0.256646 	 234.217096
1950000000000.000000 	 0.255064 	 238.899239
2000000000000.000000 	 0.253536 	 243.556643
2050000000000.000000 	 0.252057 	 248.190149
2100000000000.000000 	 0.250627 	 252.800554
2150000000000.000000 	 0.249241 	 257.388613
2200000000000.000000 	 0.247898 	 261.955041
2250000000000.000000 	 0.246595 	 266.500518
2300000000000.000000 	 0.245331 	 271.025691
2350000000000.000000 	 0.244102 	 275.531175
2400000000000.000000 	 0.242909 	 280.017556
2450000000000.000000 	 0.241748 	 284.485395
2500000000000.000000 	 0.240619 	 288.935227
2550000000000.000000 	 0.239519 	 293.367564
2600000000000.000000 	 0.238449 	 297.782898
2650000000000.000000 	 0.237406 	 302.181697
2700000000000.000000 	 0.236389 	 306.564413
2750000000000.000000 	 0.235397 	 310.931479
2800000000000.000000 	 0.234429 	 315.283312
2850000000000.000000 	 0.233485 	 319.620312
2900000000000.000000 	 0.232562 	 323.942865
2950000000000.000000 	 0.231661 	 328.251342
3000000000000.000000 	 0.230781 	 332.546101
3050000000000.000000 	 0.229920 	 336.827489
3100000000000.000000 	 0.229078 	 341.095838
3150000000000.000000 	 0.228255 	 345.351471
3200000000000.000000 	 0.227449 	 349.594700
3250000000000.000000 	 0.226660 	 353.825826
3300000000000.000000 	 0.225888 	 358.045140
3350000000000.000000 	 0.225131 	 362.252926
3400000000000.000000 	 0.224390 	 366.449457
3450000000000.000000 	 0.223664 	 370.634997
3500000000000.000000 	 0.222952 	 374.809805
3550000000000.000000 	 0.222254 	 378.974129
3600000000000.000000 	 0.221570 	 383.128212
3650000000000.000000 	 0.220898 	 387.272290
3700000000000.000000 	 0.220240 	 391.406591
3750000000000.000000 	 0.219593 	 395.531336
3800000000000.000000 	 0.218958 	 399.646743
3850000000000.000000 	 0.218335 	 403.753021
3900000000000.000000 	 0.217723 	 407.850374
3950000000000.000000 	 0.217122 	 411.939001
4000000000000.000000 	 0.216532 	 416.019097
4050000000000.000000 	 0.215952 	 420.090850
4100000000000.000000 	 0.215382 	 424.154444
4150000000000.000000 	 0.214821 	 428.210057
4200000000000.000000 	 0.214271 	 432.257865
4250000000000.000000 	 0.213729 	 436.298038
4300000000000.000000 	 0.213196 	 440.330743
4350000000000.000000 	 0.212672 	 444.356141
4400000000000.000000 	 0.212157 	 448.374390
4450000000000.000000 	 0.211650 	 452.385646
4500000000000.000000 	 0.211151 	 456.390058
4550000000000.000000 	 0.210660 	 460.387775
4600000000000.000000 	 0.210176 	 464.378940
4650000000000.000000 	 0.209700 	 468.363695
4700000000000.000000 	 0.209232 	 472.342175
4750000000000.000000 	 0.208771 	 476.314516
4800000000000.000000 	 0.208316 	 480.280850
4850000000000.000000 	 0.207869 	 484.241304
4900000000000.000000 	 0.207428 	 488.196005
4950000000000.000000 	 0.206994 	 492.145075
5000000000000.000000 	 0.206566 	 496.088634
