0.000000 	 -nan 	 -nan 
50000000000.000000 	 0.308732 	 7.414526 
100000000000.000000 	 0.283763 	 13.629724 
150000000000.000000 	 0.266817 	 19.223675 
200000000000.000000 	 0.253977 	 24.398042 
250000000000.000000 	 0.243667 	 29.259545 
300000000000.000000 	 0.235079 	 33.873949 
350000000000.000000 	 0.227738 	 38.285551 
400000000000.000000 	 0.221342 	 42.526042 
450000000000.000000 	 0.215685 	 46.619104 
500000000000.000000 	 0.210622 	 50.583046 
550000000000.000000 	 0.206046 	 54.432404 
600000000000.000000 	 0.201876 	 58.178974 
650000000000.000000 	 0.198049 	 61.832508 
700000000000.000000 	 0.194517 	 65.401189 
750000000000.000000 	 0.191239 	 68.891980 
800000000000.000000 	 0.188184 	 72.310870 
850000000000.000000 	 0.185325 	 75.663067 
900000000000.000000 	 0.182640 	 78.953137 
950000000000.000000 	 0.180110 	 82.185115 
1000000000000.000000 	 0.177720 	 85.362596 
1050000000000.000000 	 0.175456 	 88.488797 
1100000000000.000000 	 0.173306 	 91.566620 
1150000000000.000000 	 0.171260 	 94.598692 
1200000000000.000000 	 0.169310 	 97.587403 
1250000000000.000000 	 0.167446 	 100.534939 
1300000000000.000000 	 0.165664 	 103.443305 
1350000000000.000000 	 0.163956 	 106.314347 
1400000000000.000000 	 0.162317 	 109.149773 
1450000000000.000000 	 0.160742 	 111.951163 
1500000000000.000000 	 0.159227 	 114.719989 
1550000000000.000000 	 0.157768 	 117.457621 
1600000000000.000000 	 0.156361 	 120.165340 
1650000000000.000000 	 0.155003 	 122.844343 
1700000000000.000000 	 0.153691 	 125.495758 
1750000000000.000000 	 0.152423 	 128.120641 
1800000000000.000000 	 0.151195 	 130.719991 
1850000000000.000000 	 0.150007 	 133.294748 
1900000000000.000000 	 0.148854 	 135.845801 
1950000000000.000000 	 0.147737 	 138.373994 
2000000000000.000000 	 0.146652 	 140.880123 
2050000000000.000000 	 0.145599 	 143.364948 
2100000000000.000000 	 0.144575 	 145.829189 
2150000000000.000000 	 0.143580 	 148.273533 
2200000000000.000000 	 0.142612 	 150.698633 
2250000000000.000000 	 0.141669 	 153.105113 
2300000000000.000000 	 0.140752 	 155.493569 
2350000000000.000000 	 0.139857 	 157.864570 
2400000000000.000000 	 0.138986 	 160.218660 
2450000000000.000000 	 0.138136 	 162.556363 
2500000000000.000000 	 0.137307 	 164.878178 
2550000000000.000000 	 0.136498 	 167.184585 
2600000000000.000000 	 0.135708 	 169.476044 
2650000000000.000000 	 0.134936 	 171.752999 
2700000000000.000000 	 0.134182 	 174.015874 
2750000000000.000000 	 0.133445 	 176.265079 
2800000000000.000000 	 0.132725 	 178.501007 
2850000000000.000000 	 0.132020 	 180.724040 
2900000000000.000000 	 0.131331 	 182.934541 
2950000000000.000000 	 0.130656 	 185.132865 
3000000000000.000000 	 0.129996 	 187.319351 
3050000000000.000000 	 0.129350 	 189.494329 
3100000000000.000000 	 0.128717 	 191.658115 
3150000000000.000000 	 0.128096 	 193.811017 
3200000000000.000000 	 0.127489 	 195.953331 
3250000000000.000000 	 0.126893 	 198.085344 
3300000000000.000000 	 0.126309 	 200.207334 
3350000000000.000000 	 0.125737 	 202.319570 
3400000000000.000000 	 0.125175 	 204.422311 
3450000000000.000000 	 0.124624 	 206.515811 
3500000000000.000000 	 0.124084 	 208.600312 
3550000000000.000000 	 0.123554 	 210.676054 
3600000000000.000000 	 0.123033 	 212.743265 
3650000000000.000000 	 0.122522 	 214.802168 
3700000000000.000000 	 0.122020 	 216.852980 
3750000000000.000000 	 0.121528 	 218.895911 
3800000000000.000000 	 0.121044 	 220.931165 
3850000000000.000000 	 0.120568 	 222.958941 
3900000000000.000000 	 0.120101 	 224.979431 
3950000000000.000000 	 0.119642 	 226.992823 
4000000000000.000000 	 0.119191 	 228.999298 
4050000000000.000000 	 0.118747 	 230.999034 
4100000000000.000000 	 0.118311 	 232.992203 
4150000000000.000000 	 0.117883 	 234.978972 
4200000000000.000000 	 0.117461 	 236.959505 
4250000000000.000000 	 0.117046 	 238.933961 
4300000000000.000000 	 0.116638 	 240.902495 
4350000000000.000000 	 0.116237 	 242.865256 
4400000000000.000000 	 0.115842 	 244.822392 
4450000000000.000000 	 0.115454 	 246.774046 
4500000000000.000000 	 0.115071 	 248.720356 
4550000000000.000000 	 0.114695 	 250.661460 
4600000000000.000000 	 0.114325 	 252.597489 
4650000000000.000000 	 0.113960 	 254.528573 
4700000000000.000000 	 0.113601 	 256.454837 
4750000000000.000000 	 0.113247 	 258.376405 
4800000000000.000000 	 0.112899 	 260.293395 
4850000000000.000000 	 0.112556 	 262.205926 
4900000000000.000000 	 0.112219 	 264.114112 
4950000000000.000000 	 0.111886 	 266.018063 
5000000000000.000000 	 0.111558 	 267.917889 
