0.000000 	 -nan 	 -nan 
50000000000.000000 	 0.260097 	 6.246487 
100000000000.000000 	 0.230902 	 11.090690 
150000000000.000000 	 0.213224 	 15.362372 
200000000000.000000 	 0.200771 	 19.286850 
250000000000.000000 	 0.191300 	 22.971304 
300000000000.000000 	 0.183747 	 26.477250 
350000000000.000000 	 0.177524 	 29.843951 
400000000000.000000 	 0.172272 	 33.098285 
450000000000.000000 	 0.167757 	 36.259599 
500000000000.000000 	 0.163817 	 39.342357 
550000000000.000000 	 0.160339 	 42.357699 
600000000000.000000 	 0.157237 	 45.314413 
650000000000.000000 	 0.154447 	 48.219575 
700000000000.000000 	 0.151919 	 51.078973 
750000000000.000000 	 0.149615 	 53.897412 
800000000000.000000 	 0.147503 	 56.678931 
850000000000.000000 	 0.145557 	 59.426961 
900000000000.000000 	 0.143757 	 62.144445 
950000000000.000000 	 0.142085 	 64.833926 
1000000000000.000000 	 0.140526 	 67.497623 
1050000000000.000000 	 0.139069 	 70.137482 
1100000000000.000000 	 0.137702 	 72.755219 
1150000000000.000000 	 0.136417 	 75.352359 
1200000000000.000000 	 0.135205 	 77.930262 
1250000000000.000000 	 0.134061 	 80.490147 
1300000000000.000000 	 0.132977 	 83.033112 
1350000000000.000000 	 0.131949 	 85.560150 
1400000000000.000000 	 0.130972 	 88.072159 
1450000000000.000000 	 0.130042 	 90.569959 
1500000000000.000000 	 0.129156 	 93.054298 
1550000000000.000000 	 0.128309 	 95.525861 
1600000000000.000000 	 0.127500 	 97.985278 
1650000000000.000000 	 0.126725 	 100.433128 
1700000000000.000000 	 0.125982 	 102.869946 
1750000000000.000000 	 0.125269 	 105.296227 
1800000000000.000000 	 0.124584 	 107.712431 
1850000000000.000000 	 0.123925 	 110.118984 
1900000000000.000000 	 0.123291 	 112.516282 
1950000000000.000000 	 0.122680 	 114.904698 
2000000000000.000000 	 0.122090 	 117.284577 
2050000000000.000000 	 0.121521 	 119.656242 
2100000000000.000000 	 0.120971 	 122.019999 
2150000000000.000000 	 0.120439 	 124.376133 
2200000000000.000000 	 0.119925 	 126.724911 
2250000000000.000000 	 0.119426 	 129.066587 
2300000000000.000000 	 0.118944 	 131.401398 
2350000000000.000000 	 0.118475 	 133.729571 
2400000000000.000000 	 0.118021 	 136.051317 
2450000000000.000000 	 0.117580 	 138.366838 
2500000000000.000000 	 0.117152 	 140.676325 
2550000000000.000000 	 0.116736 	 142.979959 
2600000000000.000000 	 0.116331 	 145.277911 
2650000000000.000000 	 0.115937 	 147.570345 
2700000000000.000000 	 0.115554 	 149.857416 
2750000000000.000000 	 0.115180 	 152.139272 
2800000000000.000000 	 0.114816 	 154.416054 
2850000000000.000000 	 0.114462 	 156.687898 
2900000000000.000000 	 0.114116 	 158.954930 
2950000000000.000000 	 0.113778 	 161.217274 
3000000000000.000000 	 0.113449 	 163.475049 
3050000000000.000000 	 0.113127 	 165.728364 
3100000000000.000000 	 0.112813 	 167.977330 
3150000000000.000000 	 0.112506 	 170.222048 
3200000000000.000000 	 0.112205 	 172.462618 
3250000000000.000000 	 0.111912 	 174.699135 
3300000000000.000000 	 0.111625 	 176.931689 
3350000000000.000000 	 0.111344 	 179.160369 
3400000000000.000000 	 0.111069 	 181.385259 
3450000000000.000000 	 0.110799 	 183.606441 
3500000000000.000000 	 0.110536 	 185.823991 
3550000000000.000000 	 0.110277 	 188.037986 
3600000000000.000000 	 0.110024 	 190.248498 
3650000000000.000000 	 0.109776 	 192.455597 
3700000000000.000000 	 0.109532 	 194.659351 
3750000000000.000000 	 0.109294 	 196.859824 
3800000000000.000000 	 0.109059 	 199.057080 
3850000000000.000000 	 0.108830 	 201.251180 
3900000000000.000000 	 0.108604 	 203.442181 
3950000000000.000000 	 0.108382 	 205.630142 
4000000000000.000000 	 0.108165 	 207.815117 
4050000000000.000000 	 0.107951 	 209.997160 
4100000000000.000000 	 0.107741 	 212.176322 
4150000000000.000000 	 0.107535 	 214.352653 
4200000000000.000000 	 0.107332 	 216.526201 
4250000000000.000000 	 0.107133 	 218.697015 
4300000000000.000000 	 0.106937 	 220.865139 
4350000000000.000000 	 0.106744 	 223.030617 
4400000000000.000000 	 0.106555 	 225.193493 
4450000000000.000000 	 0.106368 	 227.353808 
4500000000000.000000 	 0.106184 	 229.511603 
4550000000000.000000 	 0.106004 	 231.666917 
4600000000000.000000 	 0.105826 	 233.819789 
4650000000000.000000 	 0.105651 	 235.970256 
4700000000000.000000 	 0.105479 	 238.118355 
4750000000000.000000 	 0.105309 	 240.264119 
4800000000000.000000 	 0.105141 	 242.407585 
4850000000000.000000 	 0.104977 	 244.548784 
4900000000000.000000 	 0.104814 	 246.687751 
4950000000000.000000 	 0.104654 	 248.824516 
5000000000000.000000 	 0.104497 	 250.959111 
