0.000000 	 -nan 	 -nan 
50000000000.000000 	 0.242467 	 5.823082 
100000000000.000000 	 0.219960 	 10.565109 
150000000000.000000 	 0.205571 	 14.810973 
200000000000.000000 	 0.195093 	 18.741458 
250000000000.000000 	 0.186938 	 22.447482 
300000000000.000000 	 0.180318 	 25.983141 
350000000000.000000 	 0.174787 	 29.383871 
400000000000.000000 	 0.170066 	 32.674416 
450000000000.000000 	 0.165967 	 35.872871 
500000000000.000000 	 0.162362 	 38.992939 
550000000000.000000 	 0.159156 	 42.045291 
600000000000.000000 	 0.156279 	 45.038420 
650000000000.000000 	 0.153677 	 47.979219 
700000000000.000000 	 0.151308 	 50.873367 
750000000000.000000 	 0.149138 	 53.725607 
800000000000.000000 	 0.147141 	 56.539947 
850000000000.000000 	 0.145295 	 59.319810 
900000000000.000000 	 0.143580 	 62.068142 
950000000000.000000 	 0.141983 	 64.787502 
1000000000000.000000 	 0.140490 	 67.480130 
1050000000000.000000 	 0.139090 	 70.147995 
1100000000000.000000 	 0.137773 	 72.792842 
1150000000000.000000 	 0.136532 	 75.416224 
1200000000000.000000 	 0.135360 	 78.019532 
1250000000000.000000 	 0.134250 	 80.604012 
1300000000000.000000 	 0.133198 	 83.170792 
1350000000000.000000 	 0.132197 	 85.720892 
1400000000000.000000 	 0.131245 	 88.255240 
1450000000000.000000 	 0.130336 	 90.774682 
1500000000000.000000 	 0.129469 	 93.279992 
1550000000000.000000 	 0.128640 	 95.771879 
1600000000000.000000 	 0.127846 	 98.250997 
1650000000000.000000 	 0.127084 	 100.717948 
1700000000000.000000 	 0.126354 	 103.173289 
1750000000000.000000 	 0.125651 	 105.617538 
1800000000000.000000 	 0.124976 	 108.051171 
1850000000000.000000 	 0.124325 	 110.474636 
1900000000000.000000 	 0.123699 	 112.888348 
1950000000000.000000 	 0.123094 	 115.292696 
2000000000000.000000 	 0.122510 	 117.688042 
2050000000000.000000 	 0.121946 	 120.074726 
2100000000000.000000 	 0.121400 	 122.453068 
2150000000000.000000 	 0.120872 	 124.823369 
2200000000000.000000 	 0.120361 	 127.185909 
2250000000000.000000 	 0.119865 	 129.540957 
2300000000000.000000 	 0.119385 	 131.888762 
2350000000000.000000 	 0.118918 	 134.229563 
2400000000000.000000 	 0.118466 	 136.563584 
2450000000000.000000 	 0.118026 	 138.891037 
2500000000000.000000 	 0.117598 	 141.212125 
2550000000000.000000 	 0.117182 	 143.527038 
2600000000000.000000 	 0.116778 	 145.835959 
2650000000000.000000 	 0.116384 	 148.139061 
2700000000000.000000 	 0.116000 	 150.436508 
2750000000000.000000 	 0.115626 	 152.728457 
2800000000000.000000 	 0.115262 	 155.015058 
2850000000000.000000 	 0.114906 	 157.296454 
2900000000000.000000 	 0.114559 	 159.572780 
2950000000000.000000 	 0.114220 	 161.844168 
3000000000000.000000 	 0.113890 	 164.110743 
3050000000000.000000 	 0.113567 	 166.372623 
3100000000000.000000 	 0.113251 	 168.629923 
3150000000000.000000 	 0.112942 	 170.882753 
3200000000000.000000 	 0.112640 	 173.131219 
3250000000000.000000 	 0.112345 	 175.375421 
3300000000000.000000 	 0.112056 	 177.615456 
3350000000000.000000 	 0.111773 	 179.851418 
3400000000000.000000 	 0.111496 	 182.083397 
3450000000000.000000 	 0.111225 	 184.311480 
3500000000000.000000 	 0.110959 	 186.535748 
3550000000000.000000 	 0.110699 	 188.756284 
3600000000000.000000 	 0.110443 	 190.973163 
3650000000000.000000 	 0.110193 	 193.186461 
3700000000000.000000 	 0.109947 	 195.396250 
3750000000000.000000 	 0.109706 	 197.602599 
3800000000000.000000 	 0.109469 	 199.805575 
3850000000000.000000 	 0.109237 	 202.005243 
3900000000000.000000 	 0.109009 	 204.201666 
3950000000000.000000 	 0.108785 	 206.394904 
4000000000000.000000 	 0.108566 	 208.585017 
4050000000000.000000 	 0.108350 	 210.772061 
4100000000000.000000 	 0.108137 	 212.956092 
4150000000000.000000 	 0.107929 	 215.137162 
4200000000000.000000 	 0.107723 	 217.315323 
4250000000000.000000 	 0.107522 	 219.490626 
4300000000000.000000 	 0.107323 	 221.663119 
4350000000000.000000 	 0.107128 	 223.832850 
4400000000000.000000 	 0.106936 	 225.999864 
4450000000000.000000 	 0.106747 	 228.164206 
4500000000000.000000 	 0.106561 	 230.325920 
4550000000000.000000 	 0.106378 	 232.485046 
4600000000000.000000 	 0.106198 	 234.641627 
4650000000000.000000 	 0.106020 	 236.795701 
4700000000000.000000 	 0.105846 	 238.947308 
4750000000000.000000 	 0.105674 	 241.096485 
4800000000000.000000 	 0.105504 	 243.243269 
4850000000000.000000 	 0.105337 	 245.387696 
4900000000000.000000 	 0.105172 	 247.529800 
4950000000000.000000 	 0.105010 	 249.669615 
5000000000000.000000 	 0.104850 	 251.807175 
