0.000000 	 -nan 	 -nan
50000000000.000000 	 0.657841 	 15.798720
100000000000.000000 	 0.564214 	 27.100347
150000000000.000000 	 0.511035 	 36.819051
200000000000.000000 	 0.474885 	 45.619427
250000000000.000000 	 0.448019 	 53.798198
300000000000.000000 	 0.426933 	 61.519356
350000000000.000000 	 0.409756 	 68.884981
400000000000.000000 	 0.395381 	 75.963739
450000000000.000000 	 0.383098 	 82.804440
500000000000.000000 	 0.372432 	 89.443248
550000000000.000000 	 0.363045 	 95.907842
600000000000.000000 	 0.354694 	 102.219964
650000000000.000000 	 0.347195 	 108.397067
700000000000.000000 	 0.340408 	 114.453414
750000000000.000000 	 0.334224 	 120.400845
800000000000.000000 	 0.328555 	 126.249314
850000000000.000000 	 0.323331 	 132.007293
900000000000.000000 	 0.318496 	 137.682064
950000000000.000000 	 0.314001 	 143.279942
1000000000000.000000 	 0.309807 	 148.806448
1050000000000.000000 	 0.305880 	 154.266448
1100000000000.000000 	 0.302193 	 159.664254
1150000000000.000000 	 0.298720 	 165.003712
1200000000000.000000 	 0.295442 	 170.288272
1250000000000.000000 	 0.292340 	 175.521042
1300000000000.000000 	 0.289398 	 180.704838
1350000000000.000000 	 0.286602 	 185.842220
1400000000000.000000 	 0.283941 	 190.935524
1450000000000.000000 	 0.281403 	 195.986891
1500000000000.000000 	 0.278978 	 200.998290
1550000000000.000000 	 0.276659 	 205.971535
1600000000000.000000 	 0.274437 	 210.908307
1650000000000.000000 	 0.272306 	 215.810162
1700000000000.000000 	 0.270259 	 220.678550
1750000000000.000000 	 0.268291 	 225.514819
1800000000000.000000 	 0.266397 	 230.320232
1850000000000.000000 	 0.264571 	 235.095970
1900000000000.000000 	 0.262810 	 239.843142
1950000000000.000000 	 0.261111 	 244.562790
2000000000000.000000 	 0.259468 	 249.255895
2050000000000.000000 	 0.257880 	 253.923383
2100000000000.000000 	 0.256343 	 258.566129
2150000000000.000000 	 0.254854 	 263.184963
2200000000000.000000 	 0.253411 	 267.780668
2250000000000.000000 	 0.252011 	 272.353990
2300000000000.000000 	 0.250653 	 276.905637
2350000000000.000000 	 0.249334 	 281.436285
2400000000000.000000 	 0.248052 	 285.946574
2450000000000.000000 	 0.246806 	 290.437118
2500000000000.000000 	 0.245593 	 294.908502
2550000000000.000000 	 0.244413 	 299.361285
2600000000000.000000 	 0.243264 	 303.796004
2650000000000.000000 	 0.242144 	 308.213170
2700000000000.000000 	 0.241053 	 312.613277
2750000000000.000000 	 0.239989 	 316.996795
2800000000000.000000 	 0.238951 	 321.364178
2850000000000.000000 	 0.237938 	 325.715861
2900000000000.000000 	 0.236948 	 330.052265
2950000000000.000000 	 0.235982 	 334.373792
3000000000000.000000 	 0.235038 	 338.680831
3050000000000.000000 	 0.234115 	 342.973757
3100000000000.000000 	 0.233213 	 347.252931
3150000000000.000000 	 0.232331 	 351.518704
3200000000000.000000 	 0.231467 	 355.771411
3250000000000.000000 	 0.230623 	 360.011379
3300000000000.000000 	 0.229795 	 364.238922
3350000000000.000000 	 0.228985 	 368.454347
3400000000000.000000 	 0.228192 	 372.657947
3450000000000.000000 	 0.227415 	 376.850009
3500000000000.000000 	 0.226653 	 381.030810
3550000000000.000000 	 0.225906 	 385.200618
3600000000000.000000 	 0.225174 	 389.359694
3650000000000.000000 	 0.224455 	 393.508290
3700000000000.000000 	 0.223751 	 397.646653
3750000000000.000000 	 0.223059 	 401.775020
3800000000000.000000 	 0.222381 	 405.893623
3850000000000.000000 	 0.221715 	 410.002688
3900000000000.000000 	 0.221061 	 414.102432
3950000000000.000000 	 0.220419 	 418.193069
4000000000000.000000 	 0.219788 	 422.274806
4050000000000.000000 	 0.219168 	 426.347844
4100000000000.000000 	 0.218560 	 430.412380
4150000000000.000000 	 0.217961 	 434.468604
4200000000000.000000 	 0.217373 	 438.516704
4250000000000.000000 	 0.216795 	 442.556859
4300000000000.000000 	 0.216226 	 446.589249
4350000000000.000000 	 0.215667 	 450.614043
4400000000000.000000 	 0.215117 	 454.631412
4450000000000.000000 	 0.214577 	 458.641519
4500000000000.000000 	 0.214044 	 462.644523
4550000000000.000000 	 0.213521 	 466.640583
4600000000000.000000 	 0.213005 	 470.629849
4650000000000.000000 	 0.212498 	 474.612471
4700000000000.000000 	 0.211999 	 478.588594
4750000000000.000000 	 0.211507 	 482.558361
4800000000000.000000 	 0.211023 	 486.521910
4850000000000.000000 	 0.210546 	 490.479378
4900000000000.000000 	 0.210077 	 494.430896
4950000000000.000000 	 0.209615 	 498.376595
5000000000000.000000 	 0.209159 	 502.316602
