0.000000 	 -nan 	 -nan 
50000000000.000000 	 0.238009 	 5.716019 
100000000000.000000 	 0.215071 	 10.330282 
150000000000.000000 	 0.200631 	 14.455096 
200000000000.000000 	 0.190223 	 18.273628 
250000000000.000000 	 0.182182 	 21.876424 
300000000000.000000 	 0.175693 	 25.316714 
350000000000.000000 	 0.170297 	 28.629052 
400000000000.000000 	 0.165709 	 31.837391 
450000000000.000000 	 0.161740 	 34.959141 
500000000000.000000 	 0.158259 	 38.007424 
550000000000.000000 	 0.155171 	 40.992411 
600000000000.000000 	 0.152406 	 43.922169 
650000000000.000000 	 0.149910 	 46.803222 
700000000000.000000 	 0.147642 	 49.640931 
750000000000.000000 	 0.145569 	 52.439759 
800000000000.000000 	 0.143663 	 55.203471 
850000000000.000000 	 0.141903 	 57.935273 
900000000000.000000 	 0.140272 	 60.637920 
950000000000.000000 	 0.138753 	 63.313803 
1000000000000.000000 	 0.137335 	 65.965005 
1050000000000.000000 	 0.136007 	 68.593361 
1100000000000.000000 	 0.134759 	 71.200492 
1150000000000.000000 	 0.133584 	 73.787837 
1200000000000.000000 	 0.132475 	 76.356684 
1250000000000.000000 	 0.131426 	 78.908189 
1300000000000.000000 	 0.130431 	 81.443392 
1350000000000.000000 	 0.129486 	 83.963236 
1400000000000.000000 	 0.128588 	 86.468578 
1450000000000.000000 	 0.127731 	 88.960195 
1500000000000.000000 	 0.126914 	 91.438801 
1550000000000.000000 	 0.126132 	 93.905049 
1600000000000.000000 	 0.125384 	 96.359539 
1650000000000.000000 	 0.124668 	 98.802825 
1700000000000.000000 	 0.123980 	 101.235418 
1750000000000.000000 	 0.123320 	 103.657792 
1800000000000.000000 	 0.122685 	 106.070385 
1850000000000.000000 	 0.122073 	 108.473606 
1900000000000.000000 	 0.121485 	 110.867836 
1950000000000.000000 	 0.120917 	 113.253430 
2000000000000.000000 	 0.120368 	 115.630719 
2050000000000.000000 	 0.119839 	 118.000016 
2100000000000.000000 	 0.119327 	 120.361612 
2150000000000.000000 	 0.118831 	 122.715781 
2200000000000.000000 	 0.118352 	 125.062781 
2250000000000.000000 	 0.117887 	 127.402855 
2300000000000.000000 	 0.117436 	 129.736232 
2350000000000.000000 	 0.116999 	 132.063129 
2400000000000.000000 	 0.116575 	 134.383751 
2450000000000.000000 	 0.116162 	 136.698291 
2500000000000.000000 	 0.115762 	 139.006933 
2550000000000.000000 	 0.115372 	 141.309853 
2600000000000.000000 	 0.114993 	 143.607215 
2650000000000.000000 	 0.114624 	 145.899177 
2700000000000.000000 	 0.114265 	 148.185889 
2750000000000.000000 	 0.113914 	 150.467494 
2800000000000.000000 	 0.113573 	 152.744128 
2850000000000.000000 	 0.113240 	 155.015921 
2900000000000.000000 	 0.112915 	 157.282998 
2950000000000.000000 	 0.112598 	 159.545477 
3000000000000.000000 	 0.112289 	 161.803472 
3050000000000.000000 	 0.111986 	 164.057091 
3100000000000.000000 	 0.111691 	 166.306439 
3150000000000.000000 	 0.111402 	 168.551615 
3200000000000.000000 	 0.111119 	 170.792716 
3250000000000.000000 	 0.110843 	 173.029833 
3300000000000.000000 	 0.110572 	 175.263055 
3350000000000.000000 	 0.110307 	 177.492466 
3400000000000.000000 	 0.110048 	 179.718150 
3450000000000.000000 	 0.109794 	 181.940183 
3500000000000.000000 	 0.109545 	 184.158643 
3550000000000.000000 	 0.109301 	 186.373602 
3600000000000.000000 	 0.109062 	 188.585130 
3650000000000.000000 	 0.108828 	 190.793296 
3700000000000.000000 	 0.108598 	 192.998165 
3750000000000.000000 	 0.108372 	 195.199801 
3800000000000.000000 	 0.108151 	 197.398263 
3850000000000.000000 	 0.107933 	 199.593613 
3900000000000.000000 	 0.107720 	 201.785907 
3950000000000.000000 	 0.107510 	 203.975199 
4000000000000.000000 	 0.107304 	 206.161545 
4050000000000.000000 	 0.107102 	 208.344995 
4100000000000.000000 	 0.106903 	 210.525600 
4150000000000.000000 	 0.106708 	 212.703408 
4200000000000.000000 	 0.106515 	 214.878468 
4250000000000.000000 	 0.106326 	 217.050824 
4300000000000.000000 	 0.106141 	 219.220521 
4350000000000.000000 	 0.105958 	 221.387602 
4400000000000.000000 	 0.105778 	 223.552109 
4450000000000.000000 	 0.105601 	 225.714083 
4500000000000.000000 	 0.105427 	 227.873563 
4550000000000.000000 	 0.105255 	 230.030588 
4600000000000.000000 	 0.105086 	 232.185196 
4650000000000.000000 	 0.104920 	 234.337421 
4700000000000.000000 	 0.104756 	 236.487301 
4750000000000.000000 	 0.104595 	 238.634869 
4800000000000.000000 	 0.104436 	 240.780160 
4850000000000.000000 	 0.104279 	 242.923204 
4900000000000.000000 	 0.104124 	 245.064036 
4950000000000.000000 	 0.103972 	 247.202685 
5000000000000.000000 	 0.103822 	 249.339181 
