0.000000 	 -nan 	 -nan
50000000000.000000 	 0.665204 	 15.975553
100000000000.000000 	 0.571358 	 27.443510
150000000000.000000 	 0.517779 	 37.304982
200000000000.000000 	 0.481241 	 46.229939
250000000000.000000 	 0.454023 	 54.519101
300000000000.000000 	 0.432623 	 62.339260
350000000000.000000 	 0.415166 	 69.794506
400000000000.000000 	 0.400540 	 76.955002
450000000000.000000 	 0.388031 	 83.870704
500000000000.000000 	 0.377159 	 90.578676
550000000000.000000 	 0.367585 	 97.107318
600000000000.000000 	 0.359062 	 103.478962
650000000000.000000 	 0.351405 	 109.711550
700000000000.000000 	 0.344472 	 115.819755
750000000000.000000 	 0.338151 	 121.815763
800000000000.000000 	 0.332356 	 127.709829
850000000000.000000 	 0.327014 	 133.510685
900000000000.000000 	 0.322067 	 139.225835
950000000000.000000 	 0.317467 	 144.861796
1000000000000.000000 	 0.313175 	 150.424263
1050000000000.000000 	 0.309155 	 155.918258
1100000000000.000000 	 0.305380 	 161.348232
1150000000000.000000 	 0.301824 	 166.718158
1200000000000.000000 	 0.298467 	 172.031597
1250000000000.000000 	 0.295289 	 177.291761
1300000000000.000000 	 0.292275 	 182.501558
1350000000000.000000 	 0.289411 	 187.663633
1400000000000.000000 	 0.286684 	 192.780400
1450000000000.000000 	 0.284083 	 197.854072
1500000000000.000000 	 0.281599 	 202.886683
1550000000000.000000 	 0.279222 	 207.880107
1600000000000.000000 	 0.276945 	 212.836081
1650000000000.000000 	 0.274761 	 217.756214
1700000000000.000000 	 0.272664 	 222.642001
1750000000000.000000 	 0.270647 	 227.494839
1800000000000.000000 	 0.268705 	 232.316030
1850000000000.000000 	 0.266834 	 237.106795
1900000000000.000000 	 0.265030 	 241.868278
1950000000000.000000 	 0.263287 	 246.601556
2000000000000.000000 	 0.261604 	 251.307643
2050000000000.000000 	 0.259976 	 255.987494
2100000000000.000000 	 0.258401 	 260.642012
2150000000000.000000 	 0.256875 	 265.272053
2200000000000.000000 	 0.255396 	 269.878427
2250000000000.000000 	 0.253962 	 274.461903
2300000000000.000000 	 0.252570 	 279.023211
2350000000000.000000 	 0.251218 	 283.563047
2400000000000.000000 	 0.249904 	 288.082072
2450000000000.000000 	 0.248627 	 292.580920
2500000000000.000000 	 0.247385 	 297.060193
2550000000000.000000 	 0.246176 	 301.520467
2600000000000.000000 	 0.244999 	 305.962294
2650000000000.000000 	 0.243852 	 310.386203
2700000000000.000000 	 0.242734 	 314.792700
2750000000000.000000 	 0.241643 	 319.182270
2800000000000.000000 	 0.240580 	 323.555381
2850000000000.000000 	 0.239542 	 327.912481
2900000000000.000000 	 0.238529 	 332.254000
2950000000000.000000 	 0.237539 	 336.580355
3000000000000.000000 	 0.236573 	 340.891944
3050000000000.000000 	 0.235628 	 345.189153
3100000000000.000000 	 0.234704 	 349.472354
3150000000000.000000 	 0.233800 	 353.741905
3200000000000.000000 	 0.232916 	 357.998153
3250000000000.000000 	 0.232051 	 362.241433
3300000000000.000000 	 0.231204 	 366.472067
3350000000000.000000 	 0.230375 	 370.690369
3400000000000.000000 	 0.229563 	 374.896641
3450000000000.000000 	 0.228767 	 379.091178
3500000000000.000000 	 0.227987 	 383.274263
3550000000000.000000 	 0.227223 	 387.446171
3600000000000.000000 	 0.226473 	 391.607170
3650000000000.000000 	 0.225738 	 395.757519
3700000000000.000000 	 0.225017 	 399.897469
3750000000000.000000 	 0.224310 	 404.027264
3800000000000.000000 	 0.223616 	 408.147142
3850000000000.000000 	 0.222934 	 412.257333
3900000000000.000000 	 0.222265 	 416.358060
3950000000000.000000 	 0.221608 	 420.449543
4000000000000.000000 	 0.220963 	 424.531992
4050000000000.000000 	 0.220329 	 428.605613
4100000000000.000000 	 0.219706 	 432.670609
4150000000000.000000 	 0.219094 	 436.727173
4200000000000.000000 	 0.218493 	 440.775496
4250000000000.000000 	 0.217901 	 444.815764
4300000000000.000000 	 0.217320 	 448.848157
4350000000000.000000 	 0.216748 	 452.872852
4400000000000.000000 	 0.216186 	 456.890020
4450000000000.000000 	 0.215633 	 460.899828
4500000000000.000000 	 0.215089 	 464.902441
4550000000000.000000 	 0.214554 	 468.898018
4600000000000.000000 	 0.214027 	 472.886713
4650000000000.000000 	 0.213508 	 476.868680
4700000000000.000000 	 0.212998 	 480.844067
4750000000000.000000 	 0.212495 	 484.813018
4800000000000.000000 	 0.212001 	 488.775676
4850000000000.000000 	 0.211514 	 492.732178
4900000000000.000000 	 0.211034 	 496.682659
4950000000000.000000 	 0.210561 	 500.627253
5000000000000.000000 	 0.210096 	 504.566087
