0.000000 	 -nan 	 -nan
50000000000.000000 	 0.648706 	 15.579329
100000000000.000000 	 0.555389 	 26.676456
150000000000.000000 	 0.502723 	 36.220187
200000000000.000000 	 0.467064 	 44.868108
250000000000.000000 	 0.440638 	 52.911893
300000000000.000000 	 0.419942 	 60.512044
350000000000.000000 	 0.403113 	 67.768147
400000000000.000000 	 0.389048 	 74.747022
450000000000.000000 	 0.377045 	 81.496072
500000000000.000000 	 0.366632 	 88.050356
550000000000.000000 	 0.357476 	 94.436670
600000000000.000000 	 0.349336 	 100.676036
650000000000.000000 	 0.342032 	 106.785312
700000000000.000000 	 0.335426 	 112.778259
750000000000.000000 	 0.329409 	 118.666292
800000000000.000000 	 0.323896 	 124.459002
850000000000.000000 	 0.318818 	 130.164544
900000000000.000000 	 0.314119 	 135.789926
950000000000.000000 	 0.309752 	 141.341220
1000000000000.000000 	 0.305679 	 146.823736
1050000000000.000000 	 0.301866 	 152.242147
1100000000000.000000 	 0.298287 	 157.600596
1150000000000.000000 	 0.294917 	 162.902777
1200000000000.000000 	 0.291736 	 168.152000
1250000000000.000000 	 0.288726 	 173.351252
1300000000000.000000 	 0.285872 	 178.503232
1350000000000.000000 	 0.283160 	 183.610398
1400000000000.000000 	 0.280579 	 188.674991
1450000000000.000000 	 0.278118 	 193.699066
1500000000000.000000 	 0.275767 	 198.684511
1550000000000.000000 	 0.273518 	 203.633067
1600000000000.000000 	 0.271364 	 208.546345
1650000000000.000000 	 0.269297 	 213.425839
1700000000000.000000 	 0.267313 	 218.272940
1750000000000.000000 	 0.265405 	 223.088942
1800000000000.000000 	 0.263568 	 227.875057
1850000000000.000000 	 0.261799 	 232.632417
1900000000000.000000 	 0.260092 	 237.362088
1950000000000.000000 	 0.258444 	 242.065069
2000000000000.000000 	 0.256852 	 246.742303
2050000000000.000000 	 0.255312 	 251.394679
2100000000000.000000 	 0.253822 	 256.023037
2150000000000.000000 	 0.252378 	 260.628175
2200000000000.000000 	 0.250979 	 265.210845
2250000000000.000000 	 0.249622 	 269.771764
2300000000000.000000 	 0.248305 	 274.311614
2350000000000.000000 	 0.247026 	 278.831042
2400000000000.000000 	 0.245783 	 283.330667
2450000000000.000000 	 0.244574 	 287.811077
2500000000000.000000 	 0.243398 	 292.272837
2550000000000.000000 	 0.242254 	 296.716485
2600000000000.000000 	 0.241139 	 301.142537
2650000000000.000000 	 0.240053 	 305.551486
2700000000000.000000 	 0.238995 	 309.943806
2750000000000.000000 	 0.237962 	 314.319953
2800000000000.000000 	 0.236955 	 318.680363
2850000000000.000000 	 0.235972 	 323.025457
2900000000000.000000 	 0.235012 	 327.355639
2950000000000.000000 	 0.234075 	 331.671298
3000000000000.000000 	 0.233159 	 335.972809
3050000000000.000000 	 0.232263 	 340.260536
3100000000000.000000 	 0.231388 	 344.534826
3150000000000.000000 	 0.230531 	 348.796018
3200000000000.000000 	 0.229693 	 353.044436
3250000000000.000000 	 0.228873 	 357.280397
3300000000000.000000 	 0.228070 	 361.504204
3350000000000.000000 	 0.227284 	 365.716154
3400000000000.000000 	 0.226513 	 369.916531
3450000000000.000000 	 0.225758 	 374.105612
3500000000000.000000 	 0.225019 	 378.283666
3550000000000.000000 	 0.224293 	 382.450953
3600000000000.000000 	 0.223582 	 386.607725
3650000000000.000000 	 0.222884 	 390.754228
3700000000000.000000 	 0.222200 	 394.890699
3750000000000.000000 	 0.221528 	 399.017370
3800000000000.000000 	 0.220869 	 403.134464
3850000000000.000000 	 0.220222 	 407.242202
3900000000000.000000 	 0.219587 	 411.340795
3950000000000.000000 	 0.218963 	 415.430450
4000000000000.000000 	 0.218350 	 419.511368
4050000000000.000000 	 0.217748 	 423.583745
4100000000000.000000 	 0.217156 	 427.647772
4150000000000.000000 	 0.216574 	 431.703634
4200000000000.000000 	 0.216002 	 435.751513
4250000000000.000000 	 0.215440 	 439.791586
4300000000000.000000 	 0.214888 	 443.824024
4350000000000.000000 	 0.214344 	 447.848996
4400000000000.000000 	 0.213809 	 451.866664
4450000000000.000000 	 0.213283 	 455.877190
4500000000000.000000 	 0.212766 	 459.880729
4550000000000.000000 	 0.212256 	 463.877434
4600000000000.000000 	 0.211755 	 467.867452
4650000000000.000000 	 0.211262 	 471.850930
4700000000000.000000 	 0.210776 	 475.828010
4750000000000.000000 	 0.210298 	 479.798830
4800000000000.000000 	 0.209827 	 483.763525
4850000000000.000000 	 0.209363 	 487.722229
4900000000000.000000 	 0.208906 	 491.675071
4950000000000.000000 	 0.208456 	 495.622177
5000000000000.000000 	 0.208013 	 499.563672
