0.000000 	 -nan 	 -nan
50000000000.000000 	 2.238722 	 53.765199
100000000000.000000 	 2.022739 	 97.156279
150000000000.000000 	 1.886727 	 135.934995
200000000000.000000 	 1.788654 	 171.825389
250000000000.000000 	 1.712856 	 205.679949
300000000000.000000 	 1.651675 	 237.999969
350000000000.000000 	 1.600782 	 269.110936
400000000000.000000 	 1.557494 	 299.238565
450000000000.000000 	 1.520036 	 328.546985
500000000000.000000 	 1.487174 	 357.159920
550000000000.000000 	 1.458017 	 385.173325
600000000000.000000 	 1.431903 	 412.663353
650000000000.000000 	 1.408328 	 439.691605
700000000000.000000 	 1.386898 	 466.308722
750000000000.000000 	 1.367301 	 492.556914
800000000000.000000 	 1.349286 	 518.471781
850000000000.000000 	 1.332649 	 544.083671
900000000000.000000 	 1.317219 	 569.418689
950000000000.000000 	 1.302857 	 594.499478
1000000000000.000000 	 1.289443 	 619.345822
1050000000000.000000 	 1.276876 	 643.975125
1100000000000.000000 	 1.265070 	 668.402785
1150000000000.000000 	 1.253950 	 692.642503
1200000000000.000000 	 1.243452 	 716.706534
1250000000000.000000 	 1.233520 	 740.605884
1300000000000.000000 	 1.224103 	 764.350484
1350000000000.000000 	 1.215160 	 787.949328
1400000000000.000000 	 1.206651 	 811.410594
1450000000000.000000 	 1.198541 	 834.741739
1500000000000.000000 	 1.190802 	 857.949589
1550000000000.000000 	 1.183404 	 881.040407
1600000000000.000000 	 1.176324 	 904.019957
1650000000000.000000 	 1.169539 	 926.893558
1700000000000.000000 	 1.163030 	 949.666130
1750000000000.000000 	 1.156778 	 972.342234
1800000000000.000000 	 1.150767 	 994.926108
1850000000000.000000 	 1.144981 	 1017.421699
1900000000000.000000 	 1.139407 	 1039.832687
1950000000000.000000 	 1.134032 	 1062.162515
2000000000000.000000 	 1.128845 	 1084.414403
2050000000000.000000 	 1.123835 	 1106.591373
2100000000000.000000 	 1.118991 	 1128.696265
2150000000000.000000 	 1.114306 	 1150.731747
2200000000000.000000 	 1.109771 	 1172.700338
2250000000000.000000 	 1.105377 	 1194.604412
2300000000000.000000 	 1.101118 	 1216.446210
2350000000000.000000 	 1.096987 	 1238.227857
2400000000000.000000 	 1.092978 	 1259.951361
2450000000000.000000 	 1.089085 	 1281.618630
2500000000000.000000 	 1.085302 	 1303.231472
2550000000000.000000 	 1.081624 	 1324.791607
2600000000000.000000 	 1.078047 	 1346.300672
2650000000000.000000 	 1.074566 	 1367.760226
2700000000000.000000 	 1.071177 	 1389.171753
2750000000000.000000 	 1.067876 	 1410.536671
2800000000000.000000 	 1.064659 	 1431.856334
2850000000000.000000 	 1.061522 	 1453.132035
2900000000000.000000 	 1.058464 	 1474.365013
2950000000000.000000 	 1.055479 	 1495.556453
3000000000000.000000 	 1.052566 	 1516.707489
3050000000000.000000 	 1.049722 	 1537.819213
3100000000000.000000 	 1.046944 	 1558.892667
3150000000000.000000 	 1.044229 	 1579.928856
3200000000000.000000 	 1.041576 	 1600.928743
3250000000000.000000 	 1.038982 	 1621.893257
3300000000000.000000 	 1.036444 	 1642.823288
3350000000000.000000 	 1.033961 	 1663.719697
3400000000000.000000 	 1.031532 	 1684.583310
3450000000000.000000 	 1.029153 	 1705.414925
3500000000000.000000 	 1.026824 	 1726.215311
3550000000000.000000 	 1.024542 	 1746.985211
3600000000000.000000 	 1.022307 	 1767.725342
3650000000000.000000 	 1.020116 	 1788.436396
3700000000000.000000 	 1.017969 	 1809.119042
3750000000000.000000 	 1.015863 	 1829.773927
3800000000000.000000 	 1.013798 	 1850.401677
3850000000000.000000 	 1.011772 	 1871.002899
3900000000000.000000 	 1.009784 	 1891.578180
3950000000000.000000 	 1.007834 	 1912.128086
4000000000000.000000 	 1.005919 	 1932.653171
4050000000000.000000 	 1.004039 	 1953.153967
4100000000000.000000 	 1.002192 	 1973.630992
4150000000000.000000 	 1.000379 	 1994.084751
4200000000000.000000 	 0.998597 	 2014.515729
4250000000000.000000 	 0.996847 	 2034.924402
4300000000000.000000 	 0.995126 	 2055.311230
4350000000000.000000 	 0.993435 	 2075.676659
4400000000000.000000 	 0.991772 	 2096.021126
4450000000000.000000 	 0.990137 	 2116.345052
4500000000000.000000 	 0.988529 	 2136.648849
4550000000000.000000 	 0.986948 	 2156.932916
4600000000000.000000 	 0.985392 	 2177.197645
4650000000000.000000 	 0.983861 	 2197.443414
4700000000000.000000 	 0.982354 	 2217.670591
4750000000000.000000 	 0.980871 	 2237.879538
4800000000000.000000 	 0.979412 	 2258.070605
4850000000000.000000 	 0.977974 	 2278.244133
4900000000000.000000 	 0.976559 	 2298.400456
4950000000000.000000 	 0.975165 	 2318.539899
5000000000000.000000 	 0.973793 	 2338.662778
