0.000000 	 -nan 	 -nan
50000000000.000000 	 0.432874 	 10.395904
100000000000.000000 	 0.366876 	 17.621801
150000000000.000000 	 0.329834 	 23.763883
200000000000.000000 	 0.304763 	 29.276801
250000000000.000000 	 0.286150 	 34.360953
300000000000.000000 	 0.271531 	 39.126499
350000000000.000000 	 0.259600 	 43.641901
400000000000.000000 	 0.249590 	 47.953257
450000000000.000000 	 0.241012 	 52.093422
500000000000.000000 	 0.233539 	 56.086834
550000000000.000000 	 0.226941 	 59.952290
600000000000.000000 	 0.221049 	 63.704641
650000000000.000000 	 0.215740 	 67.355885
700000000000.000000 	 0.210918 	 70.915894
750000000000.000000 	 0.206509 	 74.392920
800000000000.000000 	 0.202453 	 77.793959
850000000000.000000 	 0.198703 	 81.125008
900000000000.000000 	 0.195220 	 84.391262
950000000000.000000 	 0.191971 	 87.597267
1000000000000.000000 	 0.188930 	 90.747025
1050000000000.000000 	 0.186074 	 93.844095
1100000000000.000000 	 0.183385 	 96.891654
1150000000000.000000 	 0.180844 	 99.892561
1200000000000.000000 	 0.178439 	 102.849399
1250000000000.000000 	 0.176157 	 105.764514
1300000000000.000000 	 0.173986 	 108.640048
1350000000000.000000 	 0.171919 	 111.477961
1400000000000.000000 	 0.169946 	 114.280057
1450000000000.000000 	 0.168060 	 117.048000
1500000000000.000000 	 0.166255 	 119.783330
1550000000000.000000 	 0.164524 	 122.487478
1600000000000.000000 	 0.162862 	 125.161776
1650000000000.000000 	 0.161265 	 127.807465
1700000000000.000000 	 0.159729 	 130.425708
1750000000000.000000 	 0.158249 	 133.017595
1800000000000.000000 	 0.156821 	 135.584150
1850000000000.000000 	 0.155444 	 138.126336
1900000000000.000000 	 0.154113 	 140.645063
1950000000000.000000 	 0.152827 	 143.141189
2000000000000.000000 	 0.151582 	 145.615526
2050000000000.000000 	 0.150376 	 148.068845
2100000000000.000000 	 0.149208 	 150.501874
2150000000000.000000 	 0.148075 	 152.915309
2200000000000.000000 	 0.146976 	 155.309809
2250000000000.000000 	 0.145908 	 157.686003
2300000000000.000000 	 0.144871 	 160.044491
2350000000000.000000 	 0.143863 	 162.385844
2400000000000.000000 	 0.142883 	 164.710610
2450000000000.000000 	 0.141928 	 167.019311
2500000000000.000000 	 0.141000 	 169.312449
2550000000000.000000 	 0.140095 	 171.590502
2600000000000.000000 	 0.139213 	 173.853932
2650000000000.000000 	 0.138354 	 176.103178
2700000000000.000000 	 0.137515 	 178.338666
2750000000000.000000 	 0.136697 	 180.560803
2800000000000.000000 	 0.135899 	 182.769980
2850000000000.000000 	 0.135119 	 184.966575
2900000000000.000000 	 0.134358 	 187.150952
2950000000000.000000 	 0.133614 	 189.323460
3000000000000.000000 	 0.132887 	 191.484437
3050000000000.000000 	 0.132176 	 193.634208
3100000000000.000000 	 0.131480 	 195.773087
3150000000000.000000 	 0.130800 	 197.901379
3200000000000.000000 	 0.130134 	 200.019377
3250000000000.000000 	 0.129482 	 202.127363
3300000000000.000000 	 0.128844 	 204.225612
3350000000000.000000 	 0.128219 	 206.314389
3400000000000.000000 	 0.127607 	 208.393952
3450000000000.000000 	 0.127007 	 210.464548
3500000000000.000000 	 0.126419 	 212.526418
3550000000000.000000 	 0.125843 	 214.579797
3600000000000.000000 	 0.125278 	 216.624910
3650000000000.000000 	 0.124724 	 218.661976
3700000000000.000000 	 0.124180 	 220.691209
3750000000000.000000 	 0.123647 	 222.712815
3800000000000.000000 	 0.123123 	 224.726995
3850000000000.000000 	 0.122610 	 226.733943
3900000000000.000000 	 0.122105 	 228.733849
3950000000000.000000 	 0.121610 	 230.726896
4000000000000.000000 	 0.121124 	 232.713264
4050000000000.000000 	 0.120646 	 234.693126
4100000000000.000000 	 0.120177 	 236.666650
4150000000000.000000 	 0.119716 	 238.634002
4200000000000.000000 	 0.119263 	 240.595341
4250000000000.000000 	 0.118818 	 242.550823
4300000000000.000000 	 0.118381 	 244.500599
4350000000000.000000 	 0.117950 	 246.444817
4400000000000.000000 	 0.117527 	 248.383621
4450000000000.000000 	 0.117111 	 250.317149
4500000000000.000000 	 0.116702 	 252.245540
4550000000000.000000 	 0.116300 	 254.168925
4600000000000.000000 	 0.115904 	 256.087434
4650000000000.000000 	 0.115515 	 258.001193
4700000000000.000000 	 0.115132 	 259.910326
4750000000000.000000 	 0.114755 	 261.814952
4800000000000.000000 	 0.114383 	 263.715189
4850000000000.000000 	 0.114018 	 265.611151
4900000000000.000000 	 0.113658 	 267.502949
4950000000000.000000 	 0.113304 	 269.390693
5000000000000.000000 	 0.112956 	 271.274487
