0.000000 	 -nan 	 -nan 
50000000000.000000 	 0.212601 	 5.105837 
100000000000.000000 	 0.191623 	 9.204052 
150000000000.000000 	 0.178569 	 12.865541 
200000000000.000000 	 0.169233 	 16.257212 
250000000000.000000 	 0.162063 	 19.460573 
300000000000.000000 	 0.156306 	 22.523130 
350000000000.000000 	 0.151539 	 25.475516 
400000000000.000000 	 0.147500 	 28.338853 
450000000000.000000 	 0.144017 	 31.128427 
500000000000.000000 	 0.140971 	 33.855710 
550000000000.000000 	 0.138277 	 36.529569 
600000000000.000000 	 0.135871 	 39.157012 
650000000000.000000 	 0.133705 	 41.743695 
700000000000.000000 	 0.131740 	 44.294250 
750000000000.000000 	 0.129948 	 46.812528 
800000000000.000000 	 0.128304 	 49.301769 
850000000000.000000 	 0.126790 	 51.764726 
900000000000.000000 	 0.125388 	 54.203762 
950000000000.000000 	 0.124086 	 56.620921 
1000000000000.000000 	 0.122872 	 59.017986 
1050000000000.000000 	 0.121737 	 61.396520 
1100000000000.000000 	 0.120673 	 63.757903 
1150000000000.000000 	 0.119673 	 66.103361 
1200000000000.000000 	 0.118730 	 68.433985 
1250000000000.000000 	 0.117839 	 70.750756 
1300000000000.000000 	 0.116997 	 73.054555 
1350000000000.000000 	 0.116197 	 75.346180 
1400000000000.000000 	 0.115438 	 77.626351 
1450000000000.000000 	 0.114716 	 79.895727 
1500000000000.000000 	 0.114028 	 82.154908 
1550000000000.000000 	 0.113371 	 84.404443 
1600000000000.000000 	 0.112744 	 86.644836 
1650000000000.000000 	 0.112143 	 88.876552 
1700000000000.000000 	 0.111568 	 91.100018 
1750000000000.000000 	 0.111016 	 93.315632 
1800000000000.000000 	 0.110486 	 95.523759 
1850000000000.000000 	 0.109977 	 97.724742 
1900000000000.000000 	 0.109487 	 99.918896 
1950000000000.000000 	 0.109015 	 102.106519 
2000000000000.000000 	 0.108561 	 104.287886 
2050000000000.000000 	 0.108122 	 106.463256 
2100000000000.000000 	 0.107699 	 108.632870 
2150000000000.000000 	 0.107290 	 110.796956 
2200000000000.000000 	 0.106894 	 112.955728 
2250000000000.000000 	 0.106512 	 115.109385 
2300000000000.000000 	 0.106141 	 117.258118 
2350000000000.000000 	 0.105782 	 119.402105 
2400000000000.000000 	 0.105434 	 121.541515 
2450000000000.000000 	 0.105097 	 123.676506 
2500000000000.000000 	 0.104769 	 125.807231 
2550000000000.000000 	 0.104451 	 127.933832 
2600000000000.000000 	 0.104142 	 130.056444 
2650000000000.000000 	 0.103842 	 132.175198 
2700000000000.000000 	 0.103550 	 134.290215 
2750000000000.000000 	 0.103266 	 136.401612 
2800000000000.000000 	 0.102989 	 138.509500 
2850000000000.000000 	 0.102719 	 140.613985 
2900000000000.000000 	 0.102457 	 142.715168 
2950000000000.000000 	 0.102201 	 144.813145 
3000000000000.000000 	 0.101951 	 146.908008 
3050000000000.000000 	 0.101708 	 148.999846 
3100000000000.000000 	 0.101470 	 151.088743 
3150000000000.000000 	 0.101238 	 153.174779 
3200000000000.000000 	 0.101012 	 155.258031 
3250000000000.000000 	 0.100791 	 157.338575 
3300000000000.000000 	 0.100575 	 159.416480 
3350000000000.000000 	 0.100363 	 161.491815 
3400000000000.000000 	 0.100157 	 163.564646 
3450000000000.000000 	 0.099954 	 165.635035 
3500000000000.000000 	 0.099757 	 167.703044 
3550000000000.000000 	 0.099563 	 169.768731 
3600000000000.000000 	 0.099374 	 171.832151 
3650000000000.000000 	 0.099188 	 173.893359 
3700000000000.000000 	 0.099006 	 175.952407 
3750000000000.000000 	 0.098828 	 178.009345 
3800000000000.000000 	 0.098654 	 180.064222 
3850000000000.000000 	 0.098482 	 182.117084 
3900000000000.000000 	 0.098315 	 184.167977 
3950000000000.000000 	 0.098150 	 186.216944 
4000000000000.000000 	 0.097989 	 188.264027 
4050000000000.000000 	 0.097830 	 190.309268 
4100000000000.000000 	 0.097675 	 192.352705 
4150000000000.000000 	 0.097522 	 194.394378 
4200000000000.000000 	 0.097373 	 196.434322 
4250000000000.000000 	 0.097226 	 198.472573 
4300000000000.000000 	 0.097081 	 200.509167 
4350000000000.000000 	 0.096939 	 202.544136 
4400000000000.000000 	 0.096800 	 204.577514 
4450000000000.000000 	 0.096663 	 206.609332 
4500000000000.000000 	 0.096528 	 208.639620 
4550000000000.000000 	 0.096396 	 210.668409 
4600000000000.000000 	 0.096265 	 212.695726 
4650000000000.000000 	 0.096137 	 214.721601 
4700000000000.000000 	 0.096011 	 216.746060 
4750000000000.000000 	 0.095887 	 218.769131 
4800000000000.000000 	 0.095765 	 220.790837 
4850000000000.000000 	 0.095645 	 222.811206 
4900000000000.000000 	 0.095527 	 224.830260 
4950000000000.000000 	 0.095411 	 226.848023 
5000000000000.000000 	 0.095297 	 228.864520 
