1.000000 	 5.88847e+01 	 6.41286e+01  	 8.23654e+01 
1.050000 	 6.12086e+01 	 6.66460e+01  	 8.53041e+01 
1.100000 	 6.35217e+01 	 6.91508e+01  	 8.82091e+01 
1.150000 	 6.58251e+01 	 7.16439e+01  	 9.10825e+01 
1.200000 	 6.81193e+01 	 7.41262e+01  	 9.39258e+01 
1.250000 	 7.04052e+01 	 7.65985e+01  	 9.67405e+01 
1.300000 	 7.26833e+01 	 7.90613e+01  	 9.95280e+01 
1.350000 	 7.49542e+01 	 8.15154e+01  	 1.02289e+02 
1.400000 	 7.72183e+01 	 8.39611e+01  	 1.05026e+02 
1.450000 	 7.94760e+01 	 8.63990e+01  	 1.07738e+02 
1.500000 	 8.17278e+01 	 8.88295e+01  	 1.10428e+02 
1.550000 	 8.39740e+01 	 9.12530e+01  	 1.13096e+02 
1.600000 	 8.62148e+01 	 9.36699e+01  	 1.15742e+02 
1.650000 	 8.84507e+01 	 9.60804e+01  	 1.18368e+02 
1.700000 	 9.06818e+01 	 9.84848e+01  	 1.20974e+02 
1.750000 	 9.29085e+01 	 1.00884e+02  	 1.23561e+02 
1.800000 	 9.51308e+01 	 1.03277e+02  	 1.26130e+02 
1.850000 	 9.73492e+01 	 1.05665e+02  	 1.28681e+02 
1.900000 	 9.95636e+01 	 1.08047e+02  	 1.31215e+02 
1.950000 	 1.01774e+02 	 1.10425e+02  	 1.33732e+02 
2.000000 	 1.03982e+02 	 1.12799e+02  	 1.36233e+02 
2.050000 	 1.06186e+02 	 1.15168e+02  	 1.38718e+02 
2.100000 	 1.08386e+02 	 1.17532e+02  	 1.41189e+02 
2.150000 	 1.10584e+02 	 1.19893e+02  	 1.43645e+02 
2.200000 	 1.12779e+02 	 1.22249e+02  	 1.46086e+02 
2.250000 	 1.14971e+02 	 1.24602e+02  	 1.48514e+02 
2.300000 	 1.17160e+02 	 1.26950e+02  	 1.50928e+02 
2.350000 	 1.19347e+02 	 1.29295e+02  	 1.53329e+02 
2.400000 	 1.21531e+02 	 1.31637e+02  	 1.55718e+02 
2.450000 	 1.23713e+02 	 1.33975e+02  	 1.58095e+02 
2.500000 	 1.25893e+02 	 1.36310e+02  	 1.60459e+02 
2.550000 	 1.28070e+02 	 1.38642e+02  	 1.62812e+02 
2.600000 	 1.30246e+02 	 1.40971e+02  	 1.65154e+02 
2.650000 	 1.32419e+02 	 1.43297e+02  	 1.67484e+02 
2.700000 	 1.34591e+02 	 1.45619e+02  	 1.69805e+02 
2.750000 	 1.36760e+02 	 1.47939e+02  	 1.72114e+02 
2.800000 	 1.38928e+02 	 1.50257e+02  	 1.74414e+02 
2.850000 	 1.41094e+02 	 1.52571e+02  	 1.76704e+02 
2.900000 	 1.43258e+02 	 1.54883e+02  	 1.78984e+02 
2.950000 	 1.45421e+02 	 1.57193e+02  	 1.81255e+02 
3.000000 	 1.47582e+02 	 1.59500e+02  	 1.83517e+02 
3.050000 	 1.49742e+02 	 1.61804e+02  	 1.85770e+02 
3.100000 	 1.51900e+02 	 1.64106e+02  	 1.88015e+02 
3.150000 	 1.54057e+02 	 1.66406e+02  	 1.90251e+02 
3.200000 	 1.56212e+02 	 1.68704e+02  	 1.92479e+02 
3.250000 	 1.58366e+02 	 1.71000e+02  	 1.94699e+02 
3.300000 	 1.60519e+02 	 1.73293e+02  	 1.96912e+02 
3.350000 	 1.62671e+02 	 1.75584e+02  	 1.99117e+02 
3.400000 	 1.64821e+02 	 1.77874e+02  	 2.01314e+02 
3.450000 	 1.66970e+02 	 1.80161e+02  	 2.03505e+02 
3.500000 	 1.69119e+02 	 1.82446e+02  	 2.05688e+02 
3.550000 	 1.71266e+02 	 1.84730e+02  	 2.07865e+02 
3.600000 	 1.73412e+02 	 1.87011e+02  	 2.10035e+02 
3.650000 	 1.75557e+02 	 1.89291e+02  	 2.12198e+02 
3.700000 	 1.77701e+02 	 1.91569e+02  	 2.14356e+02 
3.750000 	 1.79844e+02 	 1.93845e+02  	 2.16507e+02 
3.800000 	 1.81986e+02 	 1.96120e+02  	 2.18652e+02 
3.850000 	 1.84128e+02 	 1.98392e+02  	 2.20791e+02 
3.900000 	 1.86268e+02 	 2.00664e+02  	 2.22925e+02 
3.950000 	 1.88408e+02 	 2.02933e+02  	 2.25053e+02 
4.000000 	 1.90547e+02 	 2.05201e+02  	 2.27176e+02 
4.050000 	 1.92685e+02 	 2.07468e+02  	 2.29294e+02 
4.100000 	 1.94822e+02 	 2.09732e+02  	 2.31406e+02 
4.150000 	 1.96959e+02 	 2.11996e+02  	 2.33514e+02 
4.200000 	 1.99095e+02 	 2.14258e+02  	 2.35616e+02 
4.250000 	 2.01230e+02 	 2.16518e+02  	 2.37714e+02 
4.300000 	 2.03364e+02 	 2.18777e+02  	 2.39807e+02 
4.350000 	 2.05498e+02 	 2.21035e+02  	 2.41896e+02 
4.400000 	 2.07631e+02 	 2.23291e+02  	 2.43980e+02 
4.450000 	 2.09764e+02 	 2.25546e+02  	 2.46060e+02 
4.500000 	 2.11896e+02 	 2.27800e+02  	 2.48136e+02 
4.550000 	 2.14027e+02 	 2.30052e+02  	 2.50208e+02 
4.600000 	 2.16158e+02 	 2.32303e+02  	 2.52276e+02 
4.650000 	 2.18288e+02 	 2.34553e+02  	 2.54340e+02 
4.700000 	 2.20418e+02 	 2.36801e+02  	 2.56400e+02 
4.750000 	 2.22547e+02 	 2.39048e+02  	 2.58456e+02 
4.800000 	 2.24676e+02 	 2.41294e+02  	 2.60509e+02 
