1.000000 	 4.63700e+01 	 5.05016e+01  	 6.49142e+01 
1.050000 	 4.84843e+01 	 5.27939e+01  	 6.76311e+01 
1.100000 	 5.05977e+01 	 5.50843e+01  	 7.03297e+01 
1.150000 	 5.27104e+01 	 5.73732e+01  	 7.30105e+01 
1.200000 	 5.48226e+01 	 5.96606e+01  	 7.56740e+01 
1.250000 	 5.69344e+01 	 6.19467e+01  	 7.83209e+01 
1.300000 	 5.90459e+01 	 6.42316e+01  	 8.09516e+01 
1.350000 	 6.11571e+01 	 6.65153e+01  	 8.35666e+01 
1.400000 	 6.32681e+01 	 6.87980e+01  	 8.61664e+01 
1.450000 	 6.53791e+01 	 7.10798e+01  	 8.87513e+01 
1.500000 	 6.74899e+01 	 7.33606e+01  	 9.13218e+01 
1.550000 	 6.96008e+01 	 7.56406e+01  	 9.38782e+01 
1.600000 	 7.17117e+01 	 7.79197e+01  	 9.64209e+01 
1.650000 	 7.38226e+01 	 8.01980e+01  	 9.89502e+01 
1.700000 	 7.59336e+01 	 8.24756e+01  	 1.01466e+02 
1.750000 	 7.80447e+01 	 8.47525e+01  	 1.03970e+02 
1.800000 	 8.01559e+01 	 8.70287e+01  	 1.06461e+02 
1.850000 	 8.22672e+01 	 8.93042e+01  	 1.08940e+02 
1.900000 	 8.43787e+01 	 9.15790e+01  	 1.11407e+02 
1.950000 	 8.64904e+01 	 9.38532e+01  	 1.13863e+02 
2.000000 	 8.86022e+01 	 9.61268e+01  	 1.16308e+02 
2.050000 	 9.07143e+01 	 9.83997e+01  	 1.18741e+02 
2.100000 	 9.28265e+01 	 1.00672e+02  	 1.21163e+02 
2.150000 	 9.49389e+01 	 1.02944e+02  	 1.23575e+02 
2.200000 	 9.70515e+01 	 1.05215e+02  	 1.25977e+02 
2.250000 	 9.91643e+01 	 1.07486e+02  	 1.28369e+02 
2.300000 	 1.01277e+02 	 1.09756e+02  	 1.30751e+02 
2.350000 	 1.03391e+02 	 1.12025e+02  	 1.33123e+02 
2.400000 	 1.05504e+02 	 1.14294e+02  	 1.35486e+02 
2.450000 	 1.07618e+02 	 1.16562e+02  	 1.37839e+02 
2.500000 	 1.09732e+02 	 1.18830e+02  	 1.40184e+02 
2.550000 	 1.11846e+02 	 1.21097e+02  	 1.42519e+02 
2.600000 	 1.13960e+02 	 1.23364e+02  	 1.44846e+02 
2.650000 	 1.16075e+02 	 1.25630e+02  	 1.47165e+02 
2.700000 	 1.18189e+02 	 1.27896e+02  	 1.49475e+02 
2.750000 	 1.20304e+02 	 1.30161e+02  	 1.51778e+02 
2.800000 	 1.22419e+02 	 1.32425e+02  	 1.54072e+02 
2.850000 	 1.24535e+02 	 1.34689e+02  	 1.56359e+02 
2.900000 	 1.26650e+02 	 1.36952e+02  	 1.58638e+02 
2.950000 	 1.28766e+02 	 1.39215e+02  	 1.60910e+02 
3.000000 	 1.30882e+02 	 1.41478e+02  	 1.63174e+02 
3.050000 	 1.32999e+02 	 1.43739e+02  	 1.65431e+02 
3.100000 	 1.35115e+02 	 1.46001e+02  	 1.67682e+02 
3.150000 	 1.37232e+02 	 1.48261e+02  	 1.69925e+02 
3.200000 	 1.39349e+02 	 1.50522e+02  	 1.72162e+02 
3.250000 	 1.41466e+02 	 1.52781e+02  	 1.74393e+02 
3.300000 	 1.43583e+02 	 1.55040e+02  	 1.76617e+02 
3.350000 	 1.45700e+02 	 1.57299e+02  	 1.78834e+02 
3.400000 	 1.47818e+02 	 1.59557e+02  	 1.81046e+02 
3.450000 	 1.49936e+02 	 1.61814e+02  	 1.83252e+02 
3.500000 	 1.52054e+02 	 1.64071e+02  	 1.85452e+02 
3.550000 	 1.54172e+02 	 1.66328e+02  	 1.87646e+02 
3.600000 	 1.56290e+02 	 1.68584e+02  	 1.89834e+02 
3.650000 	 1.58409e+02 	 1.70839e+02  	 1.92017e+02 
3.700000 	 1.60528e+02 	 1.73094e+02  	 1.94195e+02 
3.750000 	 1.62646e+02 	 1.75348e+02  	 1.96368e+02 
3.800000 	 1.64766e+02 	 1.77602e+02  	 1.98535e+02 
3.850000 	 1.66885e+02 	 1.79855e+02  	 2.00697e+02 
3.900000 	 1.69004e+02 	 1.82108e+02  	 2.02854e+02 
3.950000 	 1.71124e+02 	 1.84360e+02  	 2.05007e+02 
4.000000 	 1.73243e+02 	 1.86612e+02  	 2.07155e+02 
4.050000 	 1.75363e+02 	 1.88863e+02  	 2.09298e+02 
4.100000 	 1.77483e+02 	 1.91113e+02  	 2.11437e+02 
4.150000 	 1.79604e+02 	 1.93363e+02  	 2.13571e+02 
4.200000 	 1.81724e+02 	 1.95613e+02  	 2.15701e+02 
4.250000 	 1.83845e+02 	 1.97861e+02  	 2.17827e+02 
4.300000 	 1.85965e+02 	 2.00110e+02  	 2.19949e+02 
4.350000 	 1.88086e+02 	 2.02358e+02  	 2.22067e+02 
4.400000 	 1.90207e+02 	 2.04605e+02  	 2.24180e+02 
4.450000 	 1.92328e+02 	 2.06852e+02  	 2.26290e+02 
4.500000 	 1.94449e+02 	 2.09098e+02  	 2.28396e+02 
4.550000 	 1.96571e+02 	 2.11344e+02  	 2.30499e+02 
4.600000 	 1.98692e+02 	 2.13589e+02  	 2.32598e+02 
4.650000 	 2.00814e+02 	 2.15833e+02  	 2.34693e+02 
4.700000 	 2.02936e+02 	 2.18078e+02  	 2.36785e+02 
4.750000 	 2.05058e+02 	 2.20321e+02  	 2.38873e+02 
4.800000 	 2.07180e+02 	 2.22564e+02  	 2.40958e+02 
