0.000000 	 -nan
20000000000.000000 	 6.63058e-01
40000000000.000000 	 1.35409e+00
60000000000.000000 	 2.06342e+00
80000000000.000000 	 2.78752e+00
100000000000.000000 	 3.52432e+00
120000000000.000000 	 4.27245e+00
140000000000.000000 	 5.03086e+00
160000000000.000000 	 5.79878e+00
180000000000.000000 	 6.57557e+00
200000000000.000000 	 7.36068e+00
220000000000.000000 	 8.15368e+00
240000000000.000000 	 8.95417e+00
260000000000.000000 	 9.76182e+00
280000000000.000000 	 1.05763e+01
300000000000.000000 	 1.13974e+01
320000000000.000000 	 1.22249e+01
340000000000.000000 	 1.30585e+01
360000000000.000000 	 1.38981e+01
380000000000.000000 	 1.47434e+01
400000000000.000000 	 1.55943e+01
420000000000.000000 	 1.64507e+01
440000000000.000000 	 1.73123e+01
460000000000.000000 	 1.81791e+01
480000000000.000000 	 1.90510e+01
500000000000.000000 	 1.99278e+01
520000000000.000000 	 2.08094e+01
540000000000.000000 	 2.16958e+01
560000000000.000000 	 2.25867e+01
580000000000.000000 	 2.34822e+01
600000000000.000000 	 2.43822e+01
620000000000.000000 	 2.52864e+01
640000000000.000000 	 2.61950e+01
660000000000.000000 	 2.71078e+01
680000000000.000000 	 2.80247e+01
700000000000.000000 	 2.89457e+01
720000000000.000000 	 2.98707e+01
740000000000.000000 	 3.07996e+01
760000000000.000000 	 3.17324e+01
780000000000.000000 	 3.26690e+01
800000000000.000000 	 3.36094e+01
820000000000.000000 	 3.45535e+01
840000000000.000000 	 3.55013e+01
860000000000.000000 	 3.64526e+01
880000000000.000000 	 3.74076e+01
900000000000.000000 	 3.83660e+01
920000000000.000000 	 3.93280e+01
940000000000.000000 	 4.02934e+01
960000000000.000000 	 4.12621e+01
980000000000.000000 	 4.22343e+01
1000000000000.000000 	 4.32097e+01
1020000000000.000000 	 4.41884e+01
1040000000000.000000 	 4.51704e+01
1060000000000.000000 	 4.61556e+01
1080000000000.000000 	 4.71439e+01
1100000000000.000000 	 4.81354e+01
1120000000000.000000 	 4.91300e+01
1140000000000.000000 	 5.01276e+01
1160000000000.000000 	 5.11283e+01
1180000000000.000000 	 5.21321e+01
1200000000000.000000 	 5.31388e+01
1220000000000.000000 	 5.41484e+01
1240000000000.000000 	 5.51611e+01
1260000000000.000000 	 5.61766e+01
1280000000000.000000 	 5.71950e+01
1300000000000.000000 	 5.82162e+01
1320000000000.000000 	 5.92403e+01
1340000000000.000000 	 6.02672e+01
1360000000000.000000 	 6.12968e+01
1380000000000.000000 	 6.23293e+01
1400000000000.000000 	 6.33644e+01
1420000000000.000000 	 6.44023e+01
1440000000000.000000 	 6.54429e+01
1460000000000.000000 	 6.64861e+01
1480000000000.000000 	 6.75320e+01
1500000000000.000000 	 6.85806e+01
1520000000000.000000 	 6.96318e+01
1540000000000.000000 	 7.06855e+01
1560000000000.000000 	 7.17418e+01
1580000000000.000000 	 7.28007e+01
1600000000000.000000 	 7.38622e+01
1620000000000.000000 	 7.49261e+01
1640000000000.000000 	 7.59926e+01
1660000000000.000000 	 7.70616e+01
1680000000000.000000 	 7.81330e+01
1700000000000.000000 	 7.92069e+01
1720000000000.000000 	 8.02833e+01
1740000000000.000000 	 8.13620e+01
1760000000000.000000 	 8.24432e+01
1780000000000.000000 	 8.35268e+01
1800000000000.000000 	 8.46128e+01
1820000000000.000000 	 8.57011e+01
1840000000000.000000 	 8.67918e+01
1860000000000.000000 	 8.78848e+01
1880000000000.000000 	 8.89802e+01
1900000000000.000000 	 9.00779e+01
1920000000000.000000 	 9.11779e+01
1940000000000.000000 	 9.22801e+01
1960000000000.000000 	 9.33847e+01
1980000000000.000000 	 9.44915e+01
2000000000000.000000 	 9.56006e+01
2020000000000.000000 	 9.67119e+01
2040000000000.000000 	 9.78255e+01
2060000000000.000000 	 9.89412e+01
2080000000000.000000 	 1.00059e+02
2100000000000.000000 	 1.01179e+02
2120000000000.000000 	 1.02302e+02
2140000000000.000000 	 1.03426e+02
2160000000000.000000 	 1.04553e+02
2180000000000.000000 	 1.05682e+02
2200000000000.000000 	 1.06813e+02
2220000000000.000000 	 1.07946e+02
2240000000000.000000 	 1.09081e+02
2260000000000.000000 	 1.10219e+02
2280000000000.000000 	 1.11358e+02
2300000000000.000000 	 1.12500e+02
2320000000000.000000 	 1.13643e+02
2340000000000.000000 	 1.14789e+02
2360000000000.000000 	 1.15937e+02
2380000000000.000000 	 1.17087e+02
2400000000000.000000 	 1.18239e+02
2420000000000.000000 	 1.19393e+02
2440000000000.000000 	 1.20549e+02
2460000000000.000000 	 1.21707e+02
2480000000000.000000 	 1.22867e+02
2500000000000.000000 	 1.24029e+02
2520000000000.000000 	 1.25193e+02
2540000000000.000000 	 1.26360e+02
2560000000000.000000 	 1.27528e+02
2580000000000.000000 	 1.28698e+02
2600000000000.000000 	 1.29870e+02
2620000000000.000000 	 1.31044e+02
2640000000000.000000 	 1.32220e+02
2660000000000.000000 	 1.33398e+02
2680000000000.000000 	 1.34578e+02
2700000000000.000000 	 1.35760e+02
2720000000000.000000 	 1.36943e+02
2740000000000.000000 	 1.38129e+02
2760000000000.000000 	 1.39317e+02
2780000000000.000000 	 1.40506e+02
2800000000000.000000 	 1.41698e+02
2820000000000.000000 	 1.42891e+02
2840000000000.000000 	 1.44086e+02
2860000000000.000000 	 1.45284e+02
2880000000000.000000 	 1.46483e+02
2900000000000.000000 	 1.47684e+02
2920000000000.000000 	 1.48886e+02
2940000000000.000000 	 1.50091e+02
2960000000000.000000 	 1.51298e+02
2980000000000.000000 	 1.52506e+02
