0.000000 	 -nan
20000000000.000000 	 1.06176e+00
40000000000.000000 	 2.13620e+00
60000000000.000000 	 3.21710e+00
80000000000.000000 	 4.30229e+00
100000000000.000000 	 5.39056e+00
120000000000.000000 	 6.48109e+00
140000000000.000000 	 7.57333e+00
160000000000.000000 	 8.66684e+00
180000000000.000000 	 9.76129e+00
200000000000.000000 	 1.08564e+01
220000000000.000000 	 1.19520e+01
240000000000.000000 	 1.30479e+01
260000000000.000000 	 1.41439e+01
280000000000.000000 	 1.52400e+01
300000000000.000000 	 1.63360e+01
320000000000.000000 	 1.74319e+01
340000000000.000000 	 1.85275e+01
360000000000.000000 	 1.96229e+01
380000000000.000000 	 2.07179e+01
400000000000.000000 	 2.18126e+01
420000000000.000000 	 2.29069e+01
440000000000.000000 	 2.40007e+01
460000000000.000000 	 2.50941e+01
480000000000.000000 	 2.61870e+01
500000000000.000000 	 2.72794e+01
520000000000.000000 	 2.83713e+01
540000000000.000000 	 2.94627e+01
560000000000.000000 	 3.05536e+01
580000000000.000000 	 3.16440e+01
600000000000.000000 	 3.27339e+01
620000000000.000000 	 3.38232e+01
640000000000.000000 	 3.49121e+01
660000000000.000000 	 3.60004e+01
680000000000.000000 	 3.70883e+01
700000000000.000000 	 3.81757e+01
720000000000.000000 	 3.92626e+01
740000000000.000000 	 4.03490e+01
760000000000.000000 	 4.14349e+01
780000000000.000000 	 4.25205e+01
800000000000.000000 	 4.36056e+01
820000000000.000000 	 4.46902e+01
840000000000.000000 	 4.57745e+01
860000000000.000000 	 4.68583e+01
880000000000.000000 	 4.79418e+01
900000000000.000000 	 4.90250e+01
920000000000.000000 	 5.01077e+01
940000000000.000000 	 5.11902e+01
960000000000.000000 	 5.22723e+01
980000000000.000000 	 5.33542e+01
1000000000000.000000 	 5.44357e+01
1020000000000.000000 	 5.55171e+01
1040000000000.000000 	 5.65983e+01
1060000000000.000000 	 5.76794e+01
1080000000000.000000 	 5.87605e+01
1100000000000.000000 	 5.98414e+01
1120000000000.000000 	 6.09223e+01
1140000000000.000000 	 6.20031e+01
1160000000000.000000 	 6.30838e+01
1180000000000.000000 	 6.41645e+01
1200000000000.000000 	 6.52451e+01
1220000000000.000000 	 6.63257e+01
1240000000000.000000 	 6.74063e+01
1260000000000.000000 	 6.84869e+01
1280000000000.000000 	 6.95675e+01
1300000000000.000000 	 7.06481e+01
1320000000000.000000 	 7.17287e+01
1340000000000.000000 	 7.28094e+01
1360000000000.000000 	 7.38901e+01
1380000000000.000000 	 7.49709e+01
1400000000000.000000 	 7.60518e+01
1420000000000.000000 	 7.71328e+01
1440000000000.000000 	 7.82139e+01
1460000000000.000000 	 7.92951e+01
1480000000000.000000 	 8.03765e+01
1500000000000.000000 	 8.14580e+01
1520000000000.000000 	 8.25397e+01
1540000000000.000000 	 8.36216e+01
1560000000000.000000 	 8.47037e+01
1580000000000.000000 	 8.57860e+01
1600000000000.000000 	 8.68686e+01
1620000000000.000000 	 8.79513e+01
1640000000000.000000 	 8.90344e+01
1660000000000.000000 	 9.01177e+01
1680000000000.000000 	 9.12013e+01
1700000000000.000000 	 9.22852e+01
1720000000000.000000 	 9.33694e+01
1740000000000.000000 	 9.44540e+01
1760000000000.000000 	 9.55389e+01
1780000000000.000000 	 9.66242e+01
1800000000000.000000 	 9.77098e+01
1820000000000.000000 	 9.87959e+01
1840000000000.000000 	 9.98823e+01
1860000000000.000000 	 1.00969e+02
1880000000000.000000 	 1.02056e+02
1900000000000.000000 	 1.03144e+02
1920000000000.000000 	 1.04232e+02
1940000000000.000000 	 1.05321e+02
1960000000000.000000 	 1.06410e+02
1980000000000.000000 	 1.07500e+02
2000000000000.000000 	 1.08590e+02
2020000000000.000000 	 1.09681e+02
2040000000000.000000 	 1.10772e+02
2060000000000.000000 	 1.11864e+02
2080000000000.000000 	 1.12956e+02
2100000000000.000000 	 1.14049e+02
2120000000000.000000 	 1.15143e+02
2140000000000.000000 	 1.16237e+02
2160000000000.000000 	 1.17332e+02
2180000000000.000000 	 1.18427e+02
2200000000000.000000 	 1.19524e+02
2220000000000.000000 	 1.20620e+02
2240000000000.000000 	 1.21718e+02
2260000000000.000000 	 1.22816e+02
2280000000000.000000 	 1.23915e+02
2300000000000.000000 	 1.25014e+02
2320000000000.000000 	 1.26115e+02
2340000000000.000000 	 1.27216e+02
2360000000000.000000 	 1.28317e+02
2380000000000.000000 	 1.29420e+02
2400000000000.000000 	 1.30523e+02
2420000000000.000000 	 1.31627e+02
2440000000000.000000 	 1.32732e+02
2460000000000.000000 	 1.33838e+02
2480000000000.000000 	 1.34944e+02
2500000000000.000000 	 1.36052e+02
2520000000000.000000 	 1.37160e+02
2540000000000.000000 	 1.38269e+02
2560000000000.000000 	 1.39379e+02
2580000000000.000000 	 1.40490e+02
2600000000000.000000 	 1.41601e+02
2620000000000.000000 	 1.42714e+02
2640000000000.000000 	 1.43827e+02
2660000000000.000000 	 1.44942e+02
2680000000000.000000 	 1.46057e+02
2700000000000.000000 	 1.47173e+02
2720000000000.000000 	 1.48290e+02
2740000000000.000000 	 1.49409e+02
2760000000000.000000 	 1.50528e+02
2780000000000.000000 	 1.51648e+02
2800000000000.000000 	 1.52769e+02
2820000000000.000000 	 1.53891e+02
2840000000000.000000 	 1.55014e+02
2860000000000.000000 	 1.56139e+02
2880000000000.000000 	 1.57264e+02
2900000000000.000000 	 1.58390e+02
2920000000000.000000 	 1.59517e+02
2940000000000.000000 	 1.60646e+02
2960000000000.000000 	 1.61775e+02
2980000000000.000000 	 1.62906e+02
