0.000000 	 -nan 
20000000000.000000 	 1.04714e+01 
40000000000.000000 	 1.22705e+01 
60000000000.000000 	 1.37461e+01 
80000000000.000000 	 1.50549e+01 
100000000000.000000 	 1.62577e+01 
120000000000.000000 	 1.73855e+01 
140000000000.000000 	 1.84569e+01 
160000000000.000000 	 1.94839e+01 
180000000000.000000 	 2.04749e+01 
200000000000.000000 	 2.14359e+01 
220000000000.000000 	 2.23715e+01 
240000000000.000000 	 2.32854e+01 
260000000000.000000 	 2.41802e+01 
280000000000.000000 	 2.50584e+01 
300000000000.000000 	 2.59216e+01 
320000000000.000000 	 2.67716e+01 
340000000000.000000 	 2.76096e+01 
360000000000.000000 	 2.84367e+01 
380000000000.000000 	 2.92538e+01 
400000000000.000000 	 3.00619e+01 
420000000000.000000 	 3.08615e+01 
440000000000.000000 	 3.16533e+01 
460000000000.000000 	 3.24380e+01 
480000000000.000000 	 3.32159e+01 
500000000000.000000 	 3.39874e+01 
520000000000.000000 	 3.47531e+01 
540000000000.000000 	 3.55132e+01 
560000000000.000000 	 3.62680e+01 
580000000000.000000 	 3.70179e+01 
600000000000.000000 	 3.77630e+01 
620000000000.000000 	 3.85036e+01 
640000000000.000000 	 3.92399e+01 
660000000000.000000 	 3.99721e+01 
680000000000.000000 	 4.07005e+01 
700000000000.000000 	 4.14250e+01 
720000000000.000000 	 4.21460e+01 
740000000000.000000 	 4.28635e+01 
760000000000.000000 	 4.35776e+01 
780000000000.000000 	 4.42885e+01 
800000000000.000000 	 4.49963e+01 
820000000000.000000 	 4.57011e+01 
840000000000.000000 	 4.64030e+01 
860000000000.000000 	 4.71020e+01 
880000000000.000000 	 4.77983e+01 
900000000000.000000 	 4.84919e+01 
920000000000.000000 	 4.91829e+01 
940000000000.000000 	 4.98714e+01 
960000000000.000000 	 5.05574e+01 
980000000000.000000 	 5.12410e+01 
1000000000000.000000 	 5.19223e+01 
1020000000000.000000 	 5.25999e+01 
1040000000000.000000 	 5.32726e+01 
1060000000000.000000 	 5.39406e+01 
1080000000000.000000 	 5.46045e+01 
1100000000000.000000 	 5.52633e+01 
1120000000000.000000 	 5.59183e+01 
1140000000000.000000 	 5.65695e+01 
1160000000000.000000 	 5.72168e+01 
1180000000000.000000 	 5.78603e+01 
1200000000000.000000 	 5.85001e+01 
1220000000000.000000 	 5.91366e+01 
1240000000000.000000 	 5.97710e+01 
1260000000000.000000 	 6.04016e+01 
1280000000000.000000 	 6.10274e+01 
1300000000000.000000 	 6.16514e+01 
1320000000000.000000 	 6.22746e+01 
1340000000000.000000 	 6.28911e+01 
1360000000000.000000 	 6.35093e+01 
1380000000000.000000 	 6.41209e+01 
1400000000000.000000 	 6.47314e+01 
1420000000000.000000 	 6.53404e+01 
1440000000000.000000 	 6.59455e+01 
1460000000000.000000 	 6.65501e+01 
1480000000000.000000 	 6.71510e+01 
1500000000000.000000 	 6.77504e+01 
1520000000000.000000 	 6.83500e+01 
1540000000000.000000 	 6.89421e+01 
1560000000000.000000 	 6.95388e+01 
1580000000000.000000 	 7.01261e+01 
1600000000000.000000 	 7.07173e+01 
1620000000000.000000 	 7.13055e+01 
1640000000000.000000 	 7.18889e+01 
1660000000000.000000 	 7.24759e+01 
1680000000000.000000 	 7.30556e+01 
1700000000000.000000 	 7.36359e+01 
1720000000000.000000 	 7.42183e+01 
1740000000000.000000 	 7.47924e+01 
1760000000000.000000 	 7.53679e+01 
1780000000000.000000 	 7.59453e+01 
1800000000000.000000 	 7.65160e+01 
1820000000000.000000 	 7.70858e+01 
1840000000000.000000 	 7.76581e+01 
1860000000000.000000 	 7.82309e+01 
1880000000000.000000 	 7.87911e+01 
1900000000000.000000 	 7.93578e+01 
1920000000000.000000 	 7.99255e+01 
1940000000000.000000 	 8.04867e+01 
1960000000000.000000 	 8.10462e+01 
1980000000000.000000 	 8.16084e+01 
2000000000000.000000 	 8.21711e+01 
2020000000000.000000 	 8.27264e+01 
2040000000000.000000 	 8.32813e+01 
2060000000000.000000 	 8.38385e+01 
2080000000000.000000 	 8.43963e+01 
2100000000000.000000 	 8.49498e+01 
2120000000000.000000 	 8.54980e+01 
2140000000000.000000 	 8.60499e+01 
2160000000000.000000 	 8.66025e+01 
2180000000000.000000 	 8.71553e+01 
2200000000000.000000 	 8.76985e+01 
2220000000000.000000 	 8.82443e+01 
2240000000000.000000 	 8.87916e+01 
2260000000000.000000 	 8.93393e+01 
2280000000000.000000 	 8.98871e+01 
2300000000000.000000 	 9.04247e+01 
2320000000000.000000 	 9.09657e+01 
2340000000000.000000 	 9.15080e+01 
2360000000000.000000 	 9.20507e+01 
2380000000000.000000 	 9.25934e+01 
2400000000000.000000 	 9.31293e+01 
2420000000000.000000 	 9.36640e+01 
2440000000000.000000 	 9.42011e+01 
2460000000000.000000 	 9.47387e+01 
